Account No,Organisation,City,Country,Region,Access,C40,Reporting year,Risks to city’s water supply,​Timescale,Magnitude,Risk description,Current population,Population year,City location,Country location
60392,Municipalidad de San Isidro (Lima),San Isidro (Lima),Peru,Latin America,Public,,2017,Increased water stress or scarcity,Medium-term,Serious,"El suministro de agua potable para las personas depende de una sola entidad a cargo del Gobierno Central. Aproximadamente el 8% de la población de la ciudad de Lima  no cuenta con agua potable ni alcantarillado. Esa es la prioridad.
San Isidro cuenta con un sistema antiguo de ductos que no corresponde al crecimiento urbanístico, el desfase no puede ser cubierto por el Municipio por falta de fondos y la entidad encargada tiene otras prioridades.
Este 2017 se presentó el fenómeno del niño mucho más severo de los últimos 75 años, con un desabastecimiento de agua cercano al 40% dela población urbana.",54206,2015,"(-12.09772, -77.027336)","(-9.19, -75.0152)"
31111,Tokyo Metropolitan Government,Tokyo,Japan,East Asia,Public,C40,2017,Increased water stress or scarcity,Short-term,Serious,,13646764,2017,"(35.6896342, 139.6921007)","(36.204824, 138.252924)"
55324,Município de Guimarães,Guimarães,Portugal,Europe,Public,,2017,Increased water stress or scarcity,Long-term,Extremely serious,"Increase in the number of flood events and more widespread, with predictable changes in urban watercourses management that will be severe and may affect more buildings, infrastructure and more vulnerable social groups. It may also lead to the instability of the watercourses banks and the destruction of flora.",154920,2015,"(41.444266, -8.292241)","(39.399872, -8.224454)"
54347,Pasig City Government,Pasig,Philippines,South Asia and Oceania,Public,,2017,Increased water stress or scarcity,Medium-term,Extremely serious,Contamination of potable water supply,772695,2016,"(14.58691, 121.0614)","(12.879721, 121.774017)"
36426,Riga City,Riga,Latvia,Europe,Public,,2017,Increased water stress or scarcity,Medium-term,Less serious,"Aging infrastructure, need for additional financial capacity to support municipal facilities",641423,2017,"(56.9496, 24.1052)","(56.8796, 24.6032)"
60638,Walvis Bay Municipality,Walvis Bay,Namibia,Africa,Public,,2017,Increased water stress or scarcity,Current,Extremely serious,,100000,2016,"(-22.938959, 12.524746)","(-22.9576, 18.4904)"
73282,Municipality of Ilha,Ilha,Mozambique,Africa,Public,,2017,Increased water stress or scarcity,Current,Serious,,13000,2015,"(32.809917, -16.910775)","(-18.6657, 35.5296)"
73282,Municipality of Ilha,Ilha,Mozambique,Africa,Public,,2017,Increased water stress or scarcity,Medium-term,Serious,,13000,2015,"(32.809917, -16.910775)","(-18.6657, 35.5296)"
50374,Alcaldia Distrital de Cartagena de Indias,Cartagena,Colombia,Latin America,Public,,2017,Water losses,Current,Serious,,971592,2010,"(10.421855, -75.550096)","(4.5709, -74.2973)"
63999,"City of Miami Beach, FL","Miami Beach, FL",USA,North America,Public,,2017,Increased water stress or scarcity,Current,Serious,Flooding has been one of the main issues that our City is dealing with. The combination of salt water intrusion and rising seas has made this issue quite predominant.,91732,2014,"_
(25.790654, -80.130045)","(37.09024, -95.712891)"
62864,"City of Lancaster, PA","Lancaster, PA",USA,North America,Public,,2017,Increased water stress or scarcity,Current,Less serious,"High maintenance, collapsing pipes, frequent flushing.",60000,2016,"(40.037875, -76.305514)","(37.09024, -95.712891)"
61790,"City of Emeryville, CA","Emeryville, CA",USA,North America,Public,,2017,Increased water stress or scarcity,Current,Serious,Drought risk already impending,10570,2014,"(37.831316, -122.285247)","(37.09024, -95.712891)"
61876,Mazabuka Municipal Council,Mazabuka,Zambia,Africa,Public,,2017,Increased water stress or scarcity,Current,Extremely serious,"Hydroelectricity issues stresses, for instance- no electricity in homes at certain intervals due to road shading and you only see power for only two hours.",182205,2016,"(-15.861252, 27.749066)","(-13.133897, 27.849332)"
49327,City of Providence,Providence,USA,North America,Public,,2017,Increased water stress or scarcity,Medium-term,Serious,,178562,2014,"(41.824, -71.4128)","(37.09024, -95.712891)"
61876,Mazabuka Municipal Council,Mazabuka,Zambia,Africa,Public,,2017,Increased water stress or scarcity,Current,Extremely serious,People consuming contaminated water due to dried and stagnant water sources leads to water borne diseases.,182205,2016,"(-15.861252, 27.749066)","(-13.133897, 27.849332)"
31052,City of Cardiff,Cardiff,United Kingdom,Europe,Public,,2017,Increased water stress or scarcity,Medium-term,Less serious,Increased water stress and flooding issues generally in Wales and the UK will have an impact on higher water prices as well as the factors of the water system requiring significant investment and an increasing population in Cardiff.,354300,2014,"(51.481581, -3.17909)","(55.378051, -3.435973)"
52897,City of Aspen and Pitkin County,Aspen and Pitkin County,USA,North America,Public,,2017,Increased water stress or scarcity,Long-term,Less serious,"Increasing dry periods in the Western U.S., decreasing proportion of precipitation falling as snow, and changes to the timing and availability of water could lead to higher water prices due to reduced hydroelectric generating potential.",8427,2010,"(39.195, -106.837)","(37.09024, -95.712891)"
1093,City of Atlanta,Atlanta,USA,North America,Public,,2017,Increased water stress or scarcity,Short-term,Extremely serious,"The city depends on one river for water supply - the river has suffered from extreme droughts in previous years. Intensive rain fall has produced floods in the city affecting transportation, houses, and businesses",443775,2013,"(33.7489954, -84.3879824)","(37.09024, -95.712891)"
49787,City of Benicia,Benicia,USA,North America,Public,,2017,Increased water stress or scarcity,Current,Extremely serious,"The State Water Project (SWP) has historically supplied 75% to 85% of the City's water from the Sacramento - San Joaquin Delta and the Solano Project (SP) has historically supplied 15% to 25% of the City's water from Lake Berryessa. Lake Herman has historically been used as an emergency water supply and temporary storage reservoir.  The City has 3,100 acre-feet of reliable water supply and has purchased water from various agencies when needed. Allocations of water from the SWP have varied from 5% to 65%. When the allocation exceeded 35%, then the City had adequate water supply. Some of the SWP and SP water that is allocated and not used can be carried over or ""banked"" for use in future years. Approximately 10,000 acre-feet of water has been ""banked"" in Lake Berryessa for use during a drought.  Reservoir storage is low - Lake Oroville is at 66% of Historical Average; Lake Berryessa is at lowest in 22 years, 76% of average.",27450,2014,"(38.049365, -122.1585777)","(37.09024, -95.712891)"
49787,City of Benicia,Benicia,USA,North America,Public,,2017,Increased water stress or scarcity,,,,27450,2014,"(38.049365, -122.1585777)","(37.09024, -95.712891)"
49787,City of Benicia,Benicia,USA,North America,Public,,2017,Increased water stress or scarcity,,,,27450,2014,"(38.049365, -122.1585777)","(37.09024, -95.712891)"
54104,City of Boulder,Boulder,USA,North America,Public,,2017,Increased water stress or scarcity,Short-term,Extremely serious,Flood events could lead to water contamination and threaten vital water supply infrastructure increasing costs for production or ceasing the operation of water (and wastewater) treatment plants.,107167,2015,"(40.0274, -105.2519)","(37.09024, -95.712891)"
54104,City of Boulder,Boulder,USA,North America,Public,,2017,Increased water stress or scarcity,Long-term,Serious,"Water quality is threatened from increased pollutants directly discharged or transferred through natural weather (i.e. acidic rain, top soil windblown into water). Declining water quality will increase costs of water treatment and threaten ecosystems and human health.",107167,2015,"(40.0274, -105.2519)","(37.09024, -95.712891)"
50550,City of Buffalo,Buffalo,USA,North America,Public,,2017,Increased water stress or scarcity,Current,Serious,Proper maintenance and Level of service funding,258071,2015,"(42.8864, -78.8784)","(37.09024, -95.712891)"
50550,City of Buffalo,Buffalo,USA,North America,Public,,2017,Increased water stress or scarcity,Current,Less serious,Lack of acceptance for local prioritization in meeting increased Drinking Water requirements,258071,2015,"(42.8864, -78.8784)","(37.09024, -95.712891)"
35857,City of Cincinnati,Cincinnati,USA,North America,Public,,2017,Increased water stress or scarcity,Medium-term,Serious,"Cincinnati has an abundance of surface and ground water, and we anticipate larger and more frequent storms in the future, leading to flooding. Aging infrastructure makes it difficult to control flooding in the city.",298550,2015,"(39.1031, -84.512)","(37.09024, -95.712891)"
31181,City of Philadelphia,Philadelphia,USA,North America,Public,C40,2017,Higher water prices,Long-term,Less serious,,1555072,2015,"(39.952335, -75.163789)","(37.09024, -95.712891)"
35859,City of Cleveland,Cleveland,USA,North America,Public,,2017,Increased water stress or scarcity,Current,Serious,"Stormwater is a challenge for urban areas and parks in Cleveland. The 22,000-acre Emerald Necklace surrounding the metro area has become the region’s catch-basin for storm water runoff. Not only does this cause considerable damages to park properties, the runoff is also accelerating the erosion of hundreds of miles of waterways within the parks system, flushing around 45,000 tons of silt out into Lake Erie each year. Erosion-control problems can be found in at least 13 of the 17 reservations that make up the park system. At the same time, Greater Cleveland's earliest sewers (primarily within the city and its inner-ring suburbs) are combined sewers. Built around the turn of the 19th century, these sewers carry sewage, industrial waste, and stormwater in a single pipe. When heavy rain events occur, control devices may allow some of the flow (a combination of stormwater and sewage) to overflow into area waterways to prevent urban flooding and damage to wastewater treatment facilities. These events, or combined sewer overflows (CSOs), have resulted in a consent decree with the EPA.",396815,2010,"(41.4993, -81.6944)","(37.09024, -95.712891)"
32550,City of Denver,Denver,USA,North America,Public,,2017,Increased water stress or scarcity,Medium-term,Serious,"Timing of snowfall and runoff coud impact availability of water supply.  However, there is some uncertainty on whether total water supply would be impacted.",682545,2015,"(39.737567, -104.9847179)","(37.09024, -95.712891)"
54108,City of Durham,Durham,USA,North America,Public,,2017,Increased water stress or scarcity,Medium-term,Serious,We have not studied this.  My answer is just educated guess.,250815,2015,"(35.994, -78.8986)","(37.09024, -95.712891)"
54078,City of Hayward,Hayward,USA,North America,Public,,2017,Increased water stress or scarcity,Current,Extremely serious,"Statewide drought. Although California experienced record precipitation during the winter of 2016-2017, the repercussions of the State's multi-year drought will continue to impact water resources in the future.",158985,2016,"(37.6689, -122.0808)","(37.09024, -95.712891)"
59535,"Town of Vail, CO","Vail, CO",USA,North America,Public,,2017,Increased water stress or scarcity,Long-term,Serious,Colorado water basin water scarcity for western U.S.,5305,2010,"(39.6403, -106.3742)","(37.09024, -95.712891)"
35475,City of Calgary,Calgary,Canada,North America,Public,,2017,Regulatory,Current,Serious,Regulatory risks related to water supply and water quality affecting infrastructure investments and operational costs.,1235055,2016,"(51.048615, -114.070846)","(56.130366, -106.346771)"
54075,City of Lakewood,Lakewood,USA,North America,Public,,2017,Increased water stress or scarcity,Medium-term,Serious,"Warmer water temperatures could cause many indicators of water quality to decline. Lower streamflows could lead to increasing concentrations of pollutants.

Warmer stream temperatures could have direct and indirect effects on aquatic ecosystems, including the spread of non-native species and diseases to higher elevations. Changes in streamflow timing could also affect riparian ecosystems.

(Climate Change in Colorado: A Synthesis to Support Water Resources Management and Adaptation, 2014)",152589,2015,"(39.7047, -105.0814)","(37.09024, -95.712891)"
